Nucleophile,Catalyst,Base,Conversion
CC(C)(C)O[C+](N)=O,CC([P+](C1=C[CH-]C=C1)(C(C)(C)C)[Pd-2]2([P+](C(C)(C)C)(C(C)(C)C)C3=CC=C[CH-]3)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]2)(C)C.[O-]S(C)(=O)=O.[Fe+2],N1(CCCCC2)C2=NCCC1,0.0002468999999999999
[C+]C(C)(C)OC(N)=O,CC([P+](C1=C[CH-]C=C1)(C(C)(C)C)[Pd-2]2([P+](C(C)(C)C)(C(C)(C)C)C3=CC=C[CH-]3)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]2)(C)C.[O-]S(C)(=O)=O.[Fe+2],N1(CCCCC2)C2=NCCC1,0.00033380000000000014
N=C(N)Cc1ccccc1,CC([P+](C1=C[CH-]C=C1)(C(C)(C)C)[Pd-2]2([P+](C(C)(C)C)(C(C)(C)C)C3=CC=C[CH-]3)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]2)(C)C.[O-]S(C)(=O)=O.[Fe+2],N1(CCCCC2)C2=NCCC1,0.0
NS(=O)(=O)c1[c-]cccc1,CC([P+](C1=C[CH-]C=C1)(C(C)(C)C)[Pd-2]2([P+](C(C)(C)C)(C(C)(C)C)C3=CC=C[CH-]3)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]2)(C)C.[O-]S(C)(=O)=O.[Fe+2],N1(CCCCC2)C2=NCCC1,0.0
CC(N)C[C+]c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,4.71e-05
NS(=O)(=O)c1c[c-]ccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,2e-06
N=C(N)Cc1[c-]cccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,7.400000000000002e-06
CC(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,7.100000000000001e-06
N[C+](=O)c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
CC(N)[C-]Cc1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.00023119999999999993
CC(N)C[C-]c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,4.71e-05
NS(=[O+])(=[O+])c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
N=C(N)[C+]c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,2.8000000000000003e-06
CC(C)(C)OC(N)=[O+],CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,4.800000000000001e-06
CC(C)(C)[O+]C(N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,7.6e-06
CC(C)(C)O[C+](N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,4.3e-06
[C+]C(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,1.12e-05
N=C(N)Cc1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,1.2799999999999994e-05
NS(=O)(=O)c1[c-]cccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
CC(N)C[C+]c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0009415000000000059
NS(=O)(=O)c1c[c-]ccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,2e-06
N=C(N)Cc1[c-]cccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0002431999999999995
CC(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
N[C+](=O)c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
CC(N)[C-]Cc1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0007962000000000018
CC(N)C[C-]c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0009415000000000059
NS(=[O+])(=[O+])c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
N=C(N)[C+]c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,1.6000000000000001e-06
CC(C)(C)OC(N)=[O+],CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,1.2e-06
CC(C)(C)[O+]C(N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,1.36e-05
CC(C)(C)O[C+](N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,1.2299999999999999e-05
[C+]C(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,9.2e-06
N=C(N)Cc1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,1.479999999999999e-05
NS(=O)(=O)c1[c-]cccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
CC(N)C[C+]c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,0.00010809999999999998
NS(=O)(=O)c1c[c-]ccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,1.9e-06
N=C(N)Cc1[c-]cccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,2.8999999999999997e-05
CC(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,4e-06
N[C+](=O)c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,0.0
CC(N)[C-]Cc1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,0.00021240000000000023
CC(N)C[C-]c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,0.00010809999999999998
NS(=[O+])(=[O+])c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,0.0
N=C(N)[C+]c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,8.000000000000001e-07
CC(C)(C)OC(N)=[O+],CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,4e-06
CC(C)(C)[O+]C(N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,8.6e-06
CC(C)(C)O[C+](N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,5.9e-06
[C+]C(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,7.899999999999999e-06
N=C(N)Cc1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,6.800000000000002e-06
NS(=O)(=O)c1[c-]cccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN1CCCN2C1=NCCC2,0.0
CC(N)C[C+]c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,9.25e-05
NS(=O)(=O)c1c[c-]ccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,1.9e-06
N=C(N)Cc1[c-]cccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,3.1300000000000015e-05
CC(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,4.0000000000000003e-07
N[C+](=O)c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
CC(N)[C-]Cc1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0001799999999999999
CC(N)C[C-]c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,9.25e-05
NS(=[O+])(=[O+])c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
N=C(N)[C+]c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,5.200000000000002e-06
CC(C)(C)OC(N)=[O+],CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,4.0000000000000003e-07
CC(C)(C)[O+]C(N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,6.2e-06
CC(C)(C)O[C+](N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,2e-06
[C+]C(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,6.200000000000001e-06
N=C(N)Cc1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,2.440000000000001e-05
NS(=O)(=O)c1[c-]cccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
CC(N)C[C+]c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0018793999999999918
NS(=O)(=O)c1c[c-]ccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,5.900000000000001e-06
N=C(N)Cc1[c-]cccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0006512999999999991
CC(C)(C)OC(N)=O,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,4.969999999999997e-05
N[C+](=O)c1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,1.6000000000000001e-06
CC(N)[C-]Cc1ccccc1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.001960199999999993
