Electrophile,Nucleophile,Product,Catalyst,Base,Conversion
BrC1=CC=CN=C1,NC(C=C1)=NC=C1C2=CC=CC=C2,C1(NC2=CC=CN=C2)=NC=C(C3=CC=CC=C3)C=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(C)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,6.04
BrC1=CC=CN=C1,O=C(OCC)/C=C/C1=CC=CC=C1,O=C(/C(C1=CN=CC=C1)=C/C2=CC=CC=C2)OCC,C[C@]1(O2)[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6=CC=CC=C6)[C@]7(C)O[C@@](C1)(C)O[C@@]2(C)C7,CN1CCCN2C1=NCCC2,0.0
BrC1=CC=CN=C1,NC(OC(C)(C)C)=O,CC(C)(C)OC(NC1=CN=CC=C1)=O,[O-]S(C)(=O)=O.C1(C=CC=C2)=C2[Pd-2]([P+](C3=CC=C[CH-]3)(C4=CC=CC=C4)C5=CC=CC=C5)([P+](C6=C[CH-]C=C6)(C7=CC=CC=C7)C8=CC=CC=C8)[NH2+]C9=C1C=CC=C9.[Fe+2],CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
BrC1=CC=CN=C1,NC(C1=CC=CC=C1)=O,O=C(C1=CC=CC=C1)NC2=CN=CC=C2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7,N1(CCCCC2)C2=NCCC1,0.0
BrC1=CC=CN=C1,O=C(CC(OCC)=O)OCC,O=C(OCC)C(C1=CC=CN=C1)C(OCC)=O,[O-]S(C)(=O)=O.C1(C=CC=C2)=C2[Pd-3]3([P+](C4=CC=C(C=CC=C5)C5=C4C(C(C=CC=C6)=C6C=C7)=C7[P+](C8=CC=CC=C8)3C9=CC=CC=C9)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)[NH2+]C%12=C1C=CC=C%12,CN1CCCN2C1=NCCC2,0.25
BrC1=CC=CN=C1,NC(C=C1)=NC=C1C2=CC=CC=C2,C1(NC2=CC=CN=C2)=NC=C(C3=CC=CC=C3)C=C1,CC1C2=C[CH-]C=C2[P+]([Pd-2]3([P+]1(C(C)(C)C)C(C)(C)C)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7.[O-]S(C)(=O)=O.C8=CC=C[CH-]8.[Fe+2],CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.21
BrC1=CC=CN=C1,C1(PC2=CC=CC=C2)=CC=CC=C1,C1(P(C2=CN=CC=C2)C3=CC=CC=C3)=CC=CC=C1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0
BrC1=CC=CN=C1,CC(N)CCC1=CC=CC=C1,CC(CCC1=CC=CC=C1)NC2=CC=CN=C2,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.3
BrC1=CC=CN=C1,OCCCC1=CC=CC=C1,C1(CCCOC2=CC=CN=C2)=CC=CC=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(C)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,1.07
BrC1=CC=CN=C1,C1(PC2=CC=CC=C2)=CC=CC=C1,C1(P(C2=CN=CC=C2)C3=CC=CC=C3)=CC=CC=C1,[O-]S(C)(=O)=O.C1(C=CC=C2)=C2[Pd-2]([P+](C3=CC=C[CH-]3)(C4=CC=CC=C4)C5=CC=CC=C5)([P+](C6=C[CH-]C=C6)(C7=CC=CC=C7)C8=CC=CC=C8)[NH2+]C9=C1C=CC=C9.[Fe+2],CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
BrC1=CC=CN=C1,OCCCC1=CC=CC=C1,C1(CCCOC2=CC=CN=C2)=CC=CC=C1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0
BrC1=CC=CN=C1,NC(CC1=CC=CC=C1)=N,N=C(CC1=CC=CC=C1)NC2=CC=CN=C2,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.04
BrC1=CC=CN=C1,O=C(OCC)/C=C/C1=CC=CC=C1,O=C(/C(C1=CN=CC=C1)=C/C2=CC=CC=C2)OCC,Cl[Pd-2]1([P+](C2=CC=CC=C2C3=C(OC(C)C)C=CC=C3OC(C)C)(C4CCCCC4)C5CCCCC5)C6=C(C=CC=C6)C7=C(C=CC=C7)[NH2+]1,CN1CCCN2C1=NCCC2,0.0
BrC1=CC=CN=C1,NS(C1=CC=CC=C1)(=O)=O,O=S(NC1=CC=CN=C1)(C2=CC=CC=C2)=O,C[C@]1(O2)[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6=CC=CC=C6)[C@]7(C)O[C@@](C1)(C)O[C@@]2(C)C7,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
BrC1=CC=CN=C1,CCCCC1=CC=C(C#C)C=C1,CCCCC1=CC=C(C=C1)C#CC2=CN=CC=C2,C[C@]1(O2)[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6=CC=CC=C6)[C@]7(C)O[C@@](C1)(C)O[C@@]2(C)C7,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,7.25
BrC1=CC=CN=C1,NS(C1=CC=CC=C1)(=O)=O,O=S(NC1=CC=CN=C1)(C2=CC=CC=C2)=O,[O-]S(C)(=O)=O.C1(C=CC=C2)=C2[Pd-3]3([P+](C4=CC=C(C=CC=C5)C5=C4C(C(C=CC=C6)=C6C=C7)=C7[P+](C8=CC=CC=C8)3C9=CC=CC=C9)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)[NH2+]C%12=C1C=CC=C%12,N1(CCCCC2)C2=NCCC1,0.0
BrC1=CC=CN=C1,NC(CC1=CC=CC=C1)=N,N=C(CC1=CC=CC=C1)NC2=CC=CN=C2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(C)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
BrC1=CC=CN=C1,CC(N)CCC1=CC=CC=C1,CC(CCC1=CC=CC=C1)NC2=CC=CN=C2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+](C34C[C@H]5C[C@H](C[C@H](C5)C4)C3)(C67C[C@H]8C[C@H](C[C@H](C8)C7)C6)[Pd-2]9(OS(C)(=O)=O)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]9,CN1CCCN2C1=NCCC2,7.46
BrC1=CC=CN=C1,C12=CC=CC=C1NN=C2,C12=CC=CC=C1N(C3=CC=CN=C3)N=C2,Cl[Pd-2]1([P+](C2=CC=CC=C2C3=C(OC(C)C)C=CC=C3OC(C)C)(C4CCCCC4)C5CCCCC5)C6=C(C=CC=C6)C7=C(C=CC=C7)[NH2+]1,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
BrC1=CC=CN=C1,NC(CC1=CC=CC=C1)=N,N=C(CC1=CC=CC=C1)NC2=CC=CN=C2,[O-]S(C)(=O)=O.C1(C=CC=C2)=C2[Pd-2]([P+](C3=CC=C[CH-]3)(C4=CC=CC=C4)C5=CC=CC=C5)([P+](C6=C[CH-]C=C6)(C7=CC=CC=C7)C8=CC=CC=C8)[NH2+]C9=C1C=CC=C9.[Fe+2],N1(CCCCC2)C2=NCCC1,0.0
BrC1=CC=CN=C1,NS(C1=CC=CC=C1)(=O)=O,O=S(NC1=CC=CN=C1)(C2=CC=CC=C2)=O,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0
BrC1=CC=CN=C1,SC1=CC=CC=C1,C1(SC2=CC=CN=C2)=CC=CC=C1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,N1(CCCCC2)C2=NCCC1,0.0
BrC1=CC=CN=C1,CCCCC1=CC=C(C#C)C=C1,CCCCC1=CC=C(C=C1)C#CC2=CN=CC=C2,CC([P+](C1=C[CH-]C=C1)(C(C)(C)C)[Pd-2]2([P+](C(C)(C)C)(C(C)(C)C)C3=CC=C[CH-]3)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]2)(C)C.[O-]S(C)(=O)=O.[Fe+2],CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,3.93
BrC1=CC=CN=C1,NC(C1=CC=CC=C1)=O,O=C(C1=CC=CC=C1)NC2=CN=CC=C2,C[C@]1(O2)[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6=CC=CC=C6)[C@]7(C)O[C@@](C1)(C)O[C@@]2(C)C7,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
BrC1=CC=CN=C1,OCCCC1=CC=CC=C1,C1(CCCOC2=CC=CN=C2)=CC=CC=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,N1(CCCCC2)C2=NCCC1,0.0
BrC1=CC=CN=C1,NS(C1=CC=CC=C1)(=O)=O,O=S(NC1=CC=CN=C1)(C2=CC=CC=C2)=O,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
BrC1=CC=CN=C1,C1(PC2=CC=CC=C2)=CC=CC=C1,C1(P(C2=CN=CC=C2)C3=CC=CC=C3)=CC=CC=C1,CC([P+](C1=C[CH-]C=C1)(C(C)(C)C)[Pd-2]2([P+](C(C)(C)C)(C(C)(C)C)C3=CC=C[CH-]3)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]2)(C)C.[O-]S(C)(=O)=O.[Fe+2],CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
BrC1=CC=CN=C1,C1(PC2=CC=CC=C2)=CC=CC=C1,C1(P(C2=CN=CC=C2)C3=CC=CC=C3)=CC=CC=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
BrC1=CC=CN=C1,SC1=CC=CC=C1,C1(SC2=CC=CN=C2)=CC=CC=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+](C34C[C@H]5C[C@H](C[C@H](C5)C4)C3)(C67C[C@H]8C[C@H](C[C@H](C8)C7)C6)[Pd-2]9(OS(C)(=O)=O)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]9,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0
BrC1=CC=CN=C1,C12=CC=CC=C1NN=C2,C12=CC=CC=C1N(C3=CC=CN=C3)N=C2,Cl[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C(C)(C)C)C2=C(C=CC=C2)C3=C(C=CC=C3)[NH2+]1,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
BrC1=CC=CN=C1,NC(CC1=CC=CC=C1)=N,N=C(CC1=CC=CC=C1)NC2=CC=CN=C2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
BrC1=CC=CN=C1,O=C(CC(OCC)=O)OCC,O=C(OCC)C(C1=CC=CN=C1)C(OCC)=O,CC1C2=C[CH-]C=C2[P+]([Pd-2]3([P+]1(C(C)(C)C)C(C)(C)C)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7.[O-]S(C)(=O)=O.C8=CC=C[CH-]8.[Fe+2],CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
BrC1=CC=CN=C1,CCCCC1=CC=C(C#C)C=C1,CCCCC1=CC=C(C=C1)C#CC2=CN=CC=C2,CC(C1=CC=CC2=C1O3)(C)C4=C3C([P+]([Pd-2]5([P+](C6=CC=CC=C6)2C7=CC=CC=C7)C8=C(C=CC=C8)C9=C(C=CC=C9)[NH2+]5)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C4.[Cl-],N1(CCCCC2)C2=NCCC1,7.4
BrC1=CC=CN=C1,SC1=CC=CC=C1,C1(SC2=CC=CN=C2)=CC=CC=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+](C34C[C@H]5C[C@H](C[C@H](C5)C4)C3)(C67C[C@H]8C[C@H](C[C@H](C8)C7)C6)[Pd-2]9(OS(C)(=O)=O)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]9,N1(CCCCC2)C2=NCCC1,0.0
BrC1=CC=CN=C1,OCCCC1=CC=CC=C1,C1(CCCOC2=CC=CN=C2)=CC=CC=C1,C[C@]1(O2)[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6=CC=CC=C6)[C@]7(C)O[C@@](C1)(C)O[C@@]2(C)C7,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0
BrC1=CC=CN=C1,NC1=CC=CC=C1,C1(NC2=CC=CN=C2)=CC=CC=C1,CC1C2=C[CH-]C=C2[P+]([Pd-2]3([P+]1(C(C)(C)C)C(C)(C)C)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7.[O-]S(C)(=O)=O.C8=CC=C[CH-]8.[Fe+2],CN(C)/C(N(C)C)=N\C(C)(C)C,0.58
BrC1=CC=CN=C1,NC(CC1=CC=CC=C1)=N,N=C(CC1=CC=CC=C1)NC2=CC=CN=C2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,2.24
BrC1=CC=CN=C1,NS(C1=CC=CC=C1)(=O)=O,O=S(NC1=CC=CN=C1)(C2=CC=CC=C2)=O,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(C)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,N1(CCCCC2)C2=NCCC1,2.69
BrC1=CC=CN=C1,O=C(CC(OCC)=O)OCC,O=C(OCC)C(C1=CC=CN=C1)C(OCC)=O,CC([P+](C1=C[CH-]C=C1)(C(C)(C)C)[Pd-2]2([P+](C(C)(C)C)(C(C)(C)C)C3=CC=C[CH-]3)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]2)(C)C.[O-]S(C)(=O)=O.[Fe+2],N1(CCCCC2)C2=NCCC1,0.0
BrC1=CC=CN=C1,CCCCC1=CC=C(C#C)C=C1,CCCCC1=CC=C(C=C1)C#CC2=CN=CC=C2,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+](C34C[C@H]5C[C@H](C[C@H](C5)C4)C3)(C67C[C@H]8C[C@H](C[C@H](C8)C7)C6)[Pd-2]9(OS(C)(=O)=O)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]9,CN(C)/C(N(C)C)=N\C(C)(C)C,12.15
BrC1=CC=CN=C1,CC(N)CCC1=CC=CC=C1,CC(CCC1=CC=CC=C1)NC2=CC=CN=C2,CC(C1=CC=CC2=C1O3)(C)C4=C3C([P+]([Pd-2]5([P+](C6=CC=CC=C6)2C7=CC=CC=C7)C8=C(C=CC=C8)C9=C(C=CC=C9)[NH2+]5)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)=CC=C4.[Cl-],CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
BrC1=CC=CN=C1,CC(N)CCC1=CC=CC=C1,CC(CCC1=CC=CC=C1)NC2=CC=CN=C2,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,N1(CCCCC2)C2=NCCC1,0.23
BrC1=CC=CN=C1,OCCCC1=CC=CC=C1,C1(CCCOC2=CC=CN=C2)=CC=CC=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,7.12
BrC1=CC=CN=C1,SC1=CC=CC=C1,C1(SC2=CC=CN=C2)=CC=CC=C1,CC([P+](C1=C[CH-]C=C1)(C(C)(C)C)[Pd-2]2([P+](C(C)(C)C)(C(C)(C)C)C3=CC=C[CH-]3)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]2)(C)C.[O-]S(C)(=O)=O.[Fe+2],N1(CCCCC2)C2=NCCC1,0.0
BrC1=CC=CN=C1,O=C(OCC)/C=C/C1=CC=CC=C1,O=C(/C(C1=CN=CC=C1)=C/C2=CC=CC=C2)OCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+]([Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7,N1(CCCCC2)C2=NCCC1,0.0
BrC1=CC=CN=C1,CC(N)CCC1=CC=CC=C1,CC(CCC1=CC=CC=C1)NC2=CC=CN=C2,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.43
BrC1=CC=CN=C1,OCCCC1=CC=CC=C1,C1(CCCOC2=CC=CN=C2)=CC=CC=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+](C34C[C@H]5C[C@H](C[C@H](C5)C4)C3)(C67C[C@H]8C[C@H](C[C@H](C8)C7)C6)[Pd-2]9(OS(C)(=O)=O)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]9,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.86
BrC1=CC=CN=C1,NC1=CC=CC=C1,C1(NC2=CC=CN=C2)=CC=CC=C1,[O-]S(C)(=O)=O.C1(C=CC=C2)=C2[Pd-3]3([P+](C4=CC=C(C=CC=C5)C5=C4C(C(C=CC=C6)=C6C=C7)=C7[P+](C8=CC=CC=C8)3C9=CC=CC=C9)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)[NH2+]C%12=C1C=CC=C%12,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
BrC1=CC=CN=C1,O=C(OCC)/C=C/C1=CC=CC=C1,O=C(/C(C1=CN=CC=C1)=C/C2=CC=CC=C2)OCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,N1(CCCCC2)C2=NCCC1,0.0
BrC1=CC=CN=C1,C1(PC2=CC=CC=C2)=CC=CC=C1,C1(P(C2=CN=CC=C2)C3=CC=CC=C3)=CC=CC=C1,CC([P+](C1=C[CH-]C=C1)(C(C)(C)C)[Pd-2]2([P+](C(C)(C)C)(C(C)(C)C)C3=CC=C[CH-]3)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]2)(C)C.[O-]S(C)(=O)=O.[Fe+2],CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
BrC1=CC=CN=C1,NS(C1=CC=CC=C1)(=O)=O,O=S(NC1=CC=CN=C1)(C2=CC=CC=C2)=O,CC([P+](C1=C[CH-]C=C1)(C(C)(C)C)[Pd-2]2([P+](C(C)(C)C)(C(C)(C)C)C3=CC=C[CH-]3)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]2)(C)C.[O-]S(C)(=O)=O.[Fe+2],CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
BrC1=CC=CN=C1,CC(C(C)(C)O1)(C)OB1C(C=N2)=CN2CC3=CC=CC=C3.O,C1(C2=CN(CC3=CC=CC=C3)N=C2)=CC=CN=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(C)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN1CCCN2C1=NCCC2,0.24
BrC1=CC=CN=C1,C12=CC=CC=C1NN=C2,C12=CC=CC=C1N(C3=CC=CN=C3)N=C2,[O-]S(C)(=O)=O.C1(C=CC=C2)=C2[Pd-3]3([P+](C4=CC=C(C=CC=C5)C5=C4C(C(C=CC=C6)=C6C=C7)=C7[P+](C8=CC=CC=C8)3C9=CC=CC=C9)(C%10=CC=CC=C%10)C%11=CC=CC=C%11)[NH2+]C%12=C1C=CC=C%12,CC(C)(C)N=P(N1CCCC1)(N2CCCC2)N3CCCC3,0.0
BrC1=CC=CN=C1,NS(C1=CC=CC=C1)(=O)=O,O=S(NC1=CC=CN=C1)(C2=CC=CC=C2)=O,Cl[Pd-2]1([P+](C2=CC=CC=C2C3=C(OC(C)C)C=CC=C3OC(C)C)(C4CCCCC4)C5CCCCC5)C6=C(C=CC=C6)C7=C(C=CC=C7)[NH2+]1,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
BrC1=CC=CN=C1,NC(OC(C)(C)C)=O,CC(C)(C)OC(NC1=CN=CC=C1)=O,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(C)C=CC(OC)=C2[P+](C(C)(C)C)(C(C)(C)C)[Pd-2]3(OS(C)(=O)=O)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3,CN(P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=CCC)C,0.0
BrC1=CC=CN=C1,NC(C=C1)=NC=C1C2=CC=CC=C2,C1(NC2=CC=CN=C2)=NC=C(C3=CC=CC=C3)C=C1,CS(O[Pd-2]1([P+](C(C)(C)C)(C(C)(C)C)C2=CC=C(N(C)C)C=C2)C3=C(C=CC=C3)C4=C(C=CC=C4)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
BrC1=CC=CN=C1,SC1=CC=CC=C1,C1(SC2=CC=CN=C2)=CC=CC=C1,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(C)/C(N(C)C)=N\C(C)(C)C,0.0
BrC1=CC=CN=C1,C12=CC=CC=C1NN=C2,C12=CC=CC=C1N(C3=CC=CN=C3)N=C2,CC1C2=C[CH-]C=C2[P+]([Pd-2]3([P+]1(C(C)(C)C)C(C)(C)C)C4=C(C=CC=C4)C5=C(C=CC=C5)[NH2+]3)(C6CCCCC6)C7CCCCC7.[O-]S(C)(=O)=O.C8=CC=C[CH-]8.[Fe+2],N1(CCCCC2)C2=NCCC1,0.0
BrC1=CC=CN=C1,OC1=CC=CC=C1,C1(OC2=CC=CN=C2)=CC=CC=C1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(OC)C=CC(OC)=C2[P+](C34C[C@H]5C[C@H](C[C@H](C5)C4)C3)(C67C[C@H]8C[C@H](C[C@H](C8)C7)C6)[Pd-2]9(OS(C)(=O)=O)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]9,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
BrC1=CC=CN=C1,C12=CC=CC=C1NN=C2,C12=CC=CC=C1N(C3=CC=CN=C3)N=C2,CS(O[Pd-2]1([P+](C23C[C@H]4C[C@H](C[C@H](C4)C3)C2)(C56C[C@H]7C[C@H](C[C@H](C7)C6)C5)C8=CC=CC=C8N9CCOCC9)C%10=C(C=CC=C%10)C%11=C(C=CC=C%11)[NH2+]1)(=O)=O,CN(CCCN1C)P1(N(CC)CC)=NC(C)(C)C,0.0
